"StoryDate","Source","StoryWordCount","topicgrouped","LeadNewsmaker","LeadNewsmaker2"
20120530,118,685,2,"Cruz, Ted","Dewhurst, David"
20120530,118,543,2,"Lykos, Pat","Anderson, Mike"
20120530,118,625,2,99,"Romney, Mitt"
20120103,119,614,12,99,99
20120103,119,1066,14,99,99
20120105,119,883,2,"Santorum, Rick","Romney, Mitt"
20120105,119,1105,12,99,99
20120105,119,514,8,99,99
20120109,119,966,2,99,99
20120109,119,835,5,"Kapila, Soneet","Pearlman, Lou"
20120111,119,1040,12,99,"Scott, Rick"
20120111,119,768,1,99,99
20120111,119,823,5,99,"Champion, Robert"
20120111,119,813,8,99,99
20120113,119,628,16,99,99
20120113,119,723,2,99,"Dyer, Buddy"
20120113,119,892,2,99,"Romney, Mitt"
20120117,119,1263,2,99,99
20120117,119,936,18,99,99
20120119,119,602,21,99,"Obama, Barack"
20120119,119,700,8,99,99
20120123,119,771,2,99,99
20120123,119,756,7,99,99
20120125,119,793,2,99,"Romney, Mitt"
20120125,119,989,1,99,"Obama, Barack"
20120125,119,1006,14,99,99
20120125,119,815,12,99,99
20120127,119,829,15,99,"Gingrich, Newt"
20120127,119,1299,2,"Romney, Mitt","Gingrich, Newt"
20120127,119,720,18,99,"McLeod, Rachel"
20120129,119,877,7,99,99
20120129,119,991,2,99,99
20120129,119,925,12,99,99
20120131,119,953,2,"Gingrich, Newt","Romney, Mitt"
20120131,119,963,7,99,99
20120131,119,881,12,99,99
20120202,119,737,8,99,99
20120202,119,758,12,99,99
20120202,119,953,8,99,99
20120206,119,649,15,99,99
20120206,119,1100,2,"Obama, Barack","Johnson, Gary"
20120206,119,771,18,99,99
20120208,119,619,7,99,99
20120208,119,835,11,99,99
20120208,119,432,5,99,"Ammons, James"
20120210,119,758,8,99,99
20120210,119,875,12,99,99
20120210,119,1128,2,99,99
20120214,119,854,5,"Millette, Wendy","Champion, Robert"
20120214,119,671,1,99,99
20120216,119,756,12,99,99
20120220,119,655,16,99,"Jacobs, Teresa"
20120220,119,1260,2,99,"Obama, Barack"
20120220,119,799,12,99,99
20120220,119,694,7,99,99
20120222,119,714,16,99,99
20120222,119,577,22,99,99
20120224,119,707,21,99,99
20120224,119,862,18,99,99
20120226,119,789,22,99,99
20120226,119,1140,1,99,"Wilson, Mark"
20120226,119,1100,12,99,99
20120228,119,946,1,99,99
20120228,119,773,10,99,99
20120228,119,439,14,99,"Mica, John"
20120301,119,845,2,99,99
20120301,119,311,14,99,99
20120305,119,696,2,99,99
20120305,119,863,8,99,99
20120305,119,1752,2,99,"Obama, Barack"
20120307,119,619,1,99,"Fulford, Jackie"
20120307,119,786,12,99,99
20120307,119,718,14,99,99
20120307,119,601,7,99,99
20120309,119,826,11,99,"Mica, John"
20120315,119,470,6,99,99
20120315,119,817,22,99,99
20120315,119,804,5,"Zimmerman, George","Martin, Trayvon"
20120315,119,797,5,99,99
20120319,119,735,12,99,99
20120319,119,838,12,99,"Jenkins, Barbara"
20120321,119,771,7,99,"Atchison, Jim"
20120321,119,781,12,99,99
20120321,119,823,12,99,99
20120321,119,639,5,"Zimmerman, George","Martin, Trayvon"
20120321,119,821,5,99,"Zimmerman, George"
20120323,119,831,5,99,"Martin, Trayvon"
20120323,119,814,5,99,"Lee, Bill"
20120323,119,607,5,99,99
20120323,119,782,1,99,99
20120325,119,787,8,99,"Felsing, Jamie"
20120325,119,1526,16,99,"Martin, Trayvon"
20120327,119,833,5,"Martin, Trayvon","Zimmerman, George"
20120327,119,814,5,"Martin, Trayvon","Zimmerman, George"
20120327,119,726,7,99,99
20120329,119,793,18,99,99
20120329,119,765,18,99,"Martinez, Mel"
20120329,119,762,5,99,99
20120402,119,753,16,99,99
20120402,119,749,14,99,99
20120402,119,846,7,99,99
20120402,119,633,11,99,99
20120404,119,776,2,99,"Dyer, Buddy"
20120404,119,917,14,99,99
20120404,119,964,5,"Zimmerman, George","Sonner, Craig"
20120406,119,781,18,99,99
20120406,119,803,5,99,99
20120410,119,925,5,"Martin, Trayvon","Corey, Angela"
20120410,119,836,8,99,"Jacobs, Teresa"
20120410,119,817,12,99,99
20120410,119,801,14,99,99
20120412,119,785,5,"Martin, Trayvon","Zimmerman, George"
20120412,119,608,5,"Martin, Trayvon","Zimmerman, George"
20120416,119,674,1,99,99
20120416,119,833,2,99,"Scott, Rick"
20120416,119,718,12,99,99
20120418,119,1135,12,99,"Scott, Rick"
20120418,119,932,9,99,99
20120418,119,693,8,99,99
20120418,119,808,5,99,99
20120420,119,708,5,99,"Zimmerman, George"
20120420,119,693,2,99,99
20120422,119,739,8,99,99
20120422,119,820,5,99,"Corey, Angela"
20120424,119,714,1,"Bonaparte, Norton","Lee, Bill"
20120424,119,812,7,99,99
20120424,119,1032,12,99,99
20120424,119,737,8,99,99
20120426,119,872,2,99,99
20120430,119,922,1,99,"Lee, Bill"
20120430,119,800,12,99,99
20120430,119,692,14,99,99
20120502,119,482,5,99,"Champion, Robert"
20120502,119,532,15,99,99
20120502,119,561,13,99,99
20120504,119,868,5,"Martin, Trayvon","Zimmerman, George"
20120504,119,772,8,99,99
20120504,119,876,5,99,99
20120504,119,766,8,99,99
20120508,119,762,14,99,99
20120508,119,723,1,99,99
20120510,119,1046,5,99,"Champion, Robert"
20120510,119,808,18,99,99
20120510,119,762,17,99,"Rubio, Marco"
20120514,119,767,8,99,99
20120514,119,940,12,"Shepherd-Miller, Linda","Miller, Bill"
20120514,119,837,8,99,99
20120514,119,774,12,99,99
20120516,119,606,8,99,99
20120516,119,805,7,99,99
20120516,119,790,12,99,99
20120516,119,775,17,99,"Rubio, Marco"
20120518,119,605,21,99,99
20120518,119,811,5,"Martin, Trayvon","Zimmerman, George"
20120518,119,804,5,99,99
20120518,119,874,15,99,99
20120520,119,821,8,"Gent, Jennifer","Gent, Greg"
20120520,119,1053,14,99,99
20120522,119,912,5,99,99
20120522,119,616,15,"Soto, Armando","Rivera, Domingo"
20120524,119,828,5,99,"Champion, Robert"
20120524,119,597,12,99,99
20120524,119,834,12,99,99
20120528,119,707,19,99,99
20120528,119,966,18,"Glenn, Judy","Glenn, Joel"
20120528,119,812,1,99,99
20120528,119,590,12,99,99
20120528,119,598,8,99,99
20120530,119,750,1,99,99
20120530,119,890,14,99,99
20120530,119,734,5,99,"Wagner, Joseph"
20120530,119,418,16,99,"Tyrrell, Jennifer"
20120103,120,352,19,99,99
20120103,120,92,19,99,99
20120103,120,971,2,"Romney, Mitt","Santorum, Rick"
20120106,120,306,25,99,"Schwartz, Matthew"
20120106,120,215,8,99,99
20120106,120,387,26,99,"Hawking, Steven"
20120109,120,859,21,99,99
20120109,120,316,18,"Olds, Dick","Peterson, Rick"
20120109,120,1248,2,"Gingrich, Newt","Romney, Mitt"
20120109,120,418,26,99,99
20120112,120,705,8,99,99
20120112,120,841,19,99,99
20120112,120,648,21,99,99
20120115,120,589,18,99,"Schwartz, Matthew"
20120115,120,475,18,99,"King, Martin Luther Jr"
20120115,120,907,8,99,99
20120118,120,242,11,99,99
20120118,120,1215,26,99,"Schettino, Francesco"
20120124,120,292,9,99,99
20120124,120,1000,18,99,99
20120127,120,348,8,99,99
20120127,120,842,9,99,99
20120130,120,867,2,"Gingrich, Newt","Romney, Mitt"
20120130,120,835,8,99,99
20120130,120,344,8,99,99
20120202,120,405,19,99,99
20120202,120,548,19,99,99
20120202,120,1268,25,99,"Panetta, Leon"
20120205,120,1261,25,99,99
20120205,120,1252,2,99,"Romney, Mitt"
20120205,120,1056,8,99,"Kroesing, Henry"
20120205,120,868,8,99,"McCray, Vanessa"
20120208,120,938,2,"Romney, Mitt","Santorum, Rick"
20120214,120,597,9,99,99
20120214,120,437,9,99,99
20120214,120,675,6,99,"Stone, David"
20120217,120,722,7,99,99
20120217,120,273,7,99,99
20120220,120,670,1,99,99
20120220,120,944,25,99,99
20120223,120,448,12,99,"Snyder, Rick"
20120223,120,473,8,99,99
20120226,120,886,2,"Santorum, Rick","Romney, Mitt"
20120226,120,116,2,"Santorum, Rick","Romney, Mitt"
20120226,120,661,25,99,99
20120229,120,1861,2,"Santorum, Rick","Romney, Mitt"
20120229,120,415,2,"Santorum, Rick","Romney, Mitt"
20120229,120,601,8,99,99
20120306,120,1012,2,"Santorum, Rick","Romney, Mitt"
20120309,120,542,12,99,99
20120309,120,224,18,99,99
20120309,120,367,21,99,99
20120312,120,658,25,99,99
20120312,120,771,26,99,"Sarkozy, Nicolas"
20120315,120,646,8,99,99
20120315,120,824,25,"Cameron, David","Obama, Barack"
20120318,120,641,11,99,99
20120318,120,1456,25,99,"Bales, Robert"
20120321,120,1140,18,99,99
20120327,120,1062,14,99,99
20120330,120,342,14,99,99
20120330,120,458,1,99,99
20120402,120,1137,14,99,99
20120402,120,1261,26,99,"Aung San Suu Kyi"
20120405,120,405,12,99,99
20120405,120,870,8,99,99
20120408,120,506,8,99,99
20120408,120,763,5,99,99
20120411,120,382,1,99,99
20120417,120,388,14,99,99
20120417,120,645,19,99,99
20120417,120,531,11,99,99
20120420,120,641,1,99,99
20120420,120,839,2,"Romney, Mitt","Obama, Barack"
20120420,120,539,12,99,99
20120423,120,981,2,99,"Romney, Mitt"
20120423,120,1278,8,99,99
20120423,120,795,25,99,99
20120426,120,489,12,99,99
20120426,120,446,1,99,99
20120429,120,1411,25,99,99
20120502,120,859,25,"Romney, Mitt","Obama, Barack"
20120502,120,894,2,99,"Walker, Scott"
20120508,120,848,6,99,99
20120508,120,413,1,99,99
20120508,120,346,9,99,"Koucky, Bill"
20120511,120,620,8,99,99
20120514,120,1364,8,99,99
20120514,120,516,9,99,99
20120514,120,1007,9,99,99
20120517,120,444,9,99,99
20120517,120,877,14,99,99
20120520,120,509,12,99,"Harrison, Alex"
20120520,120,1696,25,99,99
20120523,120,445,7,99,99
20120523,120,584,26,99,"Padoan, Pier Carlo"
20120529,120,592,18,99,99
20120529,120,721,18,99,"Obama, Barack"
20120104,121,386,2,"Chapman, Darrell","Liias, Marko"
20120110,121,636,1,99,99
20120113,121,655,3,99,99
20120116,121,505,18,99,"King, Martin Luther Jr"
20120119,121,842,11,99,99
20120119,121,1330,19,99,99
20120119,121,147,19,99,99
20120122,121,1300,13,99,"Backholm, Joseph"
20120125,121,708,5,99,"Harris-Moore, Colton"
20120203,121,314,22,99,99
20120206,121,538,8,99,99
20120206,121,536,8,"Elstrom, Florman","Elstrom-Reedy, Nancy"
20120206,121,1177,5,99,"Powell, Josh"
20120209,121,470,16,99,99
20120212,121,855,1,99,99
20120215,121,603,3,99,"Larsen, Rick"
20120221,121,1176,19,99,99
20120224,121,602,1,99,99
20120304,121,1085,2,99,"Romney, Mitt"
20120304,121,1399,2,99,99
20120316,121,699,22,99,"Ohashi, Katelyn"
20120319,121,799,2,99,"Eyman, Tim"
20120322,121,772,12,99,99
20120322,121,868,21,99,99
20120325,121,2768,7,"McKenna, Rob","Inslee, Jay"
20120328,121,1052,1,99,99
20120328,121,968,21,99,"Herdrick, Blair"
20120403,121,679,8,99,"McKenna, Rob"
20120409,121,671,12,99,99
20120409,121,585,11,99,99
20120415,121,1330,8,99,99
20120415,121,1423,24,99,99
20120427,121,654,2,99,99
20120430,121,654,2,99,99
20120503,121,516,18,99,99
20120506,121,1826,9,99,99
20120506,121,226,9,99,99
20120509,121,787,7,99,"Baba, Joe"
20120509,121,363,12,99,99
20120515,121,776,1,99,"Reardon, Aaron"
20120521,121,559,12,99,99
20120524,121,597,9,99,99
20120527,121,659,12,99,99
20120530,121,626,12,99,99
20120102,122,628,8,99,99
20120102,122,283,21,99,"Jutras, Stephanie"
20120105,122,784,2,99,"Romney, Mitt"
20120105,122,642,10,99,99
20120105,122,552,12,99,99
20120105,122,585,2,"Romney, Mitt","Patrick, Deval"
20120105,122,264,2,99,99
20120108,122,1248,2,99,"Romney, Mitt"
20120111,122,1327,2,99,"Romney, Mitt"
20120111,122,1331,2,"Huntsman, Jon","Paul, Ron"
20120111,122,783,2,"Gingrich, Newt","Romney, Mitt"
20120117,122,408,18,99,"King, Martin Luther Jr"
20120120,122,729,5,99,99
20120123,122,530,22,99,99
20120123,122,598,11,99,99
20120123,122,617,7,99,99
20120123,122,612,12,99,99
20120126,122,740,23,99,99
20120126,122,718,22,99,"Packard, John"
20120129,122,1180,1,99,"Martin, Ken"
20120129,122,884,22,99,"Kraft, Myra"
20120129,122,798,1,99,"Fiorentini, James"
20120201,122,737,22,99,"Gronkowski, Rob"
20120201,122,504,22,"Touzet, Carol","Touzet, Bob"
20120201,122,325,22,99,"Izzo, Larry"
20120201,122,630,1,99,99
20120201,122,549,6,99,"Cheung, Rudolf"
20120207,122,645,1,99,"Martin, Kevin"
20120207,122,493,1,99,99
20120210,122,470,12,99,99
20120210,122,468,2,99,"Moran, Frank"
20120210,122,375,12,99,"Wilson, Cid"
20120216,122,724,1,99,"Martin, Kevin"
20120219,122,914,12,99,"Lantigua, William"
20120219,122,1945,19,99,99
20120222,122,832,5,99,"Deveau, Aaron"
20120222,122,480,8,99,99
20120222,122,352,21,99,99
20120228,122,603,18,99,99
20120302,122,579,16,99,99
20120302,122,732,1,99,"Lantigua, William"
20120305,122,576,7,99,99
20120305,122,477,2,99,99
20120305,122,475,2,99,"Murphy, Larry"
20120308,122,630,2,"Lantigua, William","Vasquez, Kendrys"
20120308,122,1045,19,99,99
20120308,122,415,10,99,99
20120311,122,561,1,99,99
20120320,122,455,18,99,"Gallant, Richard"
20120326,122,373,9,99,"Fitzgerald, Bill"
20120326,122,697,8,99,99
20120326,122,530,12,99,99
20120401,122,739,2,99,99
20120401,122,955,5,99,"Martin, Trayvon"
20120404,122,585,12,99,99
20120413,122,600,2,99,"Fiorentini, James"
20120416,122,428,18,"Wright, Suzanne","El-Hefni, Ibrahim"
20120416,122,560,1,99,99
20120416,122,472,18,99,"Warner, Jay"
20120416,122,480,12,99,99
20120419,122,678,24,99,"Clark, Dick"
20120419,122,628,8,99,99
20120419,122,595,8,99,99
20120425,122,817,8,99,99
20120425,122,659,2,99,"Devers, Marcos"
20120501,122,584,2,99,99
20120507,122,964,8,99,"Fiorentini, James"
20120507,122,583,8,99,"Solomon, Joseph"
20120507,122,659,21,99,"Sandler, Adam"
20120510,122,646,12,99,99
20120510,122,673,1,99,99
20120513,122,1174,17,99,"Solomon, Joseph"
20120513,122,979,1,99,99
20120516,122,819,1,99,99
20120516,122,557,18,99,"Gogas, Donna"
20120516,122,490,8,99,99
20120522,122,230,8,99,99
20120525,122,380,12,99,"Gogas, Donna"
20120525,122,882,12,99,"Santana, Reynaldo"
20120528,122,669,18,99,99
20120528,122,842,18,99,"Reilly, Henry"
20120531,122,1091,12,99,99
20120531,122,1181,5,99,"Deveau, Aaron"
